source_id,record_type,status,priority,provider,title,description,urls_canonical,urls_landing,urls_api,urls_download,urls_related,rights_basis,license_expression,commercial_use_allowed,derivatives_allowed,scan_redistribution_allowed,attribution_required,rights_evidence_text,rights_terms_url,rights_verification_status,rights_verified_at,scope_date_range,scope_languages,scope_document_types,scope_creator_names,scope_expected_handwriting,scope_estimated_scan_count,ingest_method,ingest_access_notes,ingest_agent_notes,ingest_blocked_reason,evidence_count
loc__2018757741,item,verified,seed,Library of Congress,Hoshanot for Sukkot,LoC Hebraic Manuscript — 18th century.,https://www.loc.gov/item/2018757741/,https://www.loc.gov/item/2018757741/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1700,he,other,,yes,124,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757746,item,verified,seed,Library of Congress,Prayers for the midnight service,LoC Hebraic Manuscript — 18th century.,https://www.loc.gov/item/2018757746/,https://www.loc.gov/item/2018757746/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1700,he,poem,,yes,38,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757763,item,verified,seed,Library of Congress,Writings by Habad rabbis,LoC Hebraic Manuscript — First half of the 19th century.,https://www.loc.gov/item/2018757763/,https://www.loc.gov/item/2018757763/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1800,he,other,,yes,66,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757784,item,verified,seed,Library of Congress,Sefer Likkutei Tehilim,LoC Hebraic Manuscript — 19th century.,https://www.loc.gov/item/2018757784/,https://www.loc.gov/item/2018757784/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1800,he,other,,yes,206,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757798,item,verified,seed,Library of Congress,Mishbetset ha-Peninim,LoC Hebraic Manuscript — 1856.,https://www.loc.gov/item/2018757798/,https://www.loc.gov/item/2018757798/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1856,he,poem,,yes,78,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757827,item,verified,seed,Library of Congress,Dor ve-Dorshav,LoC Hebraic Manuscript — 19th century  (approximately 1880-90).,https://www.loc.gov/item/2018757827/,https://www.loc.gov/item/2018757827/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1880,he,letter,,yes,134,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757834,item,verified,seed,Library of Congress,Letter of condolence sent by Samuel ha-Nagid to R. Hananel on the death of his father R. Hushiel,LoC Hebraic Manuscript — 19th century.,https://www.loc.gov/item/2018757834/,https://www.loc.gov/item/2018757834/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1800,he,letter,,yes,2,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757836,item,verified,seed,Library of Congress,Takkanot (regulations) of a Jewish community,LoC Hebraic Manuscript — Approximately 1906.,https://www.loc.gov/item/2018757836/,https://www.loc.gov/item/2018757836/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1906,he,other,,yes,2,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2023530824,item,verified,seed,Library of Congress,Theurgical formulary,LoC Hebraic Manuscript — [18th century],https://www.loc.gov/item/2023530824/,https://www.loc.gov/item/2023530824/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1700,he,other,,yes,11,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2023530854,item,verified,seed,Library of Congress,Segulah,"LoC Hebraic Manuscript — [Place unkown] : [Publisher unkown], [1800]",https://www.loc.gov/item/2023530854/,https://www.loc.gov/item/2023530854/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1800,he,other,,yes,2,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2023530855,item,verified,seed,Library of Congress,Ḳameʻa,LoC Hebraic Manuscript — [1880-1899],https://www.loc.gov/item/2023530855/,https://www.loc.gov/item/2023530855/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1800,he,other,,yes,2,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2023530858,item,verified,seed,Library of Congress,Sheṭar tenaʼim,"LoC Hebraic Manuscript — [Germany?] : [unknown publisher], 1793.",https://www.loc.gov/item/2023530858/,https://www.loc.gov/item/2023530858/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1793,he,other,,yes,3,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2024422570,item,verified,seed,Library of Congress,Diṿersi pinḳas : me-ḥetsi ḥodesh Siṿan shenat 542,LoC Hebraic Manuscript — Germany : 1782.,https://www.loc.gov/item/2024422570/,https://www.loc.gov/item/2024422570/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1782,he,other,,yes,40,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__hebrew_manuscripts_collection,collection,candidate,high,Library of Congress,Library of Congress — Hebrew Manuscripts Collection,"Handwritten texts, religious commentaries, and drafts spanning centuries. US government entity; items lacking known copyright restrictions are free for general use. Robust JSON API for programmatic access.",https://www.loc.gov/collections/hebraic-manuscripts/about-this-collection/,,,,,public_domain,PDM-1.0,,,,,LoC is a US government entity; items lacking known copyright restrictions are free for general use. Source: docs/sources/gemini_summary_2.md.,,source_note_only,,medieval-modern,he; yi; other,manuscript; draft; commentary; other,,yes,,api,LoC JSON API available; query Hebrew Manuscripts collection and download JPEG/TIFF programmatically.,"Next ingest target. ~230 MSS, skews 15th–20th c.; letters, documents, Yiddish material. Filter to 18th c.+ at ingest time. JSON API available. Queued 2026-05-24.",,1
mdz__hebrew_manuscripts,collection,candidate,medium,Bayerische Staatsbibliothek / MDZ,Bayerische Staatsbibliothek — Hebrew Manuscripts (MDZ),"~700 Hebrew manuscript pieces including 183 fragments (12th–18th c.), codices, Torah scrolls, and Esther scrolls. Only PDM-flagged items are safe for commercial use.",https://www.digitale-sammlungen.de/,https://www.digitale-sammlungen.de/en/hebrew-manuscripts,,,,mixed,,,,,,PDM-marked items are safe; other items may have scan-level licensing notes. Must filter to PDM-only before ingesting. Source: docs/sources/chatgpt_summary_2.md.,,source_note_only,,medieval-modern,he; ar; other,manuscript; codex; other,,yes,700,api,MDZ has a public API (OAI-PMH and direct download). Filter to items with PDM tag; verify scan-page license before bulk download.,Scale: ~700 pieces including 183 fragments (12th–18th c.). Mixed rights — need per-item check. Only ingest PDM-flagged items. Consider as a lower-priority batch after OPenn and Leipzig are exhausted.,,2
nli__hannah_senesh_archive,collection,verified,seed,National Library of Israel,Hannah Senesh Archive,"Collection-level lead for Hannah Senesh diaries, manuscripts, correspondence, and related handwritten materials.",https://www.nli.org.il/en/archives/nnl_archive_al997009165988705171/NLI,https://www.nli.org.il/en/at-your-service/announcements/hannah-szenes-archive,,,,public_domain,LicenseRef-Public-Domain-Israel,,,,false,Seed notes report item pages marked Any Use Permitted and Public Domain in Israel.,,source_note_only,,1936-1944,he; hu,diary; notebook; draft; poem; letter; other,Hannah Senesh,yes,,manual_download,Prioritize item-level NLI archive records with explicit download access and rights labels.,Promote only item pages with primary-page rights evidence; mixed Hebrew/Hungarian pages need page-level language tagging.,,2
nli__nnl_aleph990025684880205171,item,candidate,medium,National Library of Israel,יומן מהשואה by Elimelech Bash,Hebrew-script manuscript diary lead with public-domain rights claim; creation date needs verification.,https://www.nli.org.il/en/manuscripts/NNL_ALEPH990025684880205171/NLI,,,,,public_domain,LicenseRef-Public-Domain-Israel,,,,false,Seed note says Any Use Permitted and Public Domain in Israel.,,source_note_only,,,he,diary,Elimelech Bash,yes,,manual_download,Verify date written is after 1929 before inclusion.,Promising non-Senesh NLI seed.,,1
nli__nnl_archive_al990035403420205171,item,rejected,exclude,National Library of Israel,"Hybrid Notebook (מחברת-שעטנז), Shaul Tchernichovsky",A mixture of notes and observations in handwritten Hebrew.,https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035403420205171/NLI,,,,,restricted,,false,,false,,"NLI item page rights checked 2026-05-23: 3 of 4 items marked ""permitted for research and study purposes only""; 1 item does not permit redistribution. None meet the dataset requirement of free redistribution and transformation for ML/downstream use.",,primary_page_checked,2026-05-23,1930s-1943,he,notebook,Shaul Tchernichovsky,yes,,manual_download,NLI Cloudflare blocks automated access; requires manual browser download.,Download as nli_tchern_notebook.zip via NLI download button.,rights_restriction,1
nli__nnl_archive_al990035912210205171,item,rejected,exclude,National Library of Israel,"Seven Handwritten Receipts, Shaul Tchernichovsky",Seven handwritten receipts in everyday cursive Hebrew from the author's later life.,https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035912210205171/NLI,,,,,restricted,,false,,false,,"NLI item page rights checked 2026-05-23: 3 of 4 items marked ""permitted for research and study purposes only""; 1 item does not permit redistribution. None meet the dataset requirement of free redistribution and transformation for ML/downstream use.",,primary_page_checked,2026-05-23,1930s-1943,he,receipt,Shaul Tchernichovsky,yes,,manual_download,NLI Cloudflare blocks automated access; requires manual browser download.,Download as nli_tchern_receipts.zip via NLI download button.,rights_restriction,1
nli__nnl_archive_al990035912230205171,item,rejected,exclude,National Library of Israel,"Draft of a Memorandum (טיוטת זכרון דברים), Shaul Tchernichovsky","Functional, administrative handwritten notes in Hebrew.",https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035912230205171/NLI,,,,,restricted,,false,,false,,"NLI item page rights checked 2026-05-23: 3 of 4 items marked ""permitted for research and study purposes only""; 1 item does not permit redistribution. None meet the dataset requirement of free redistribution and transformation for ML/downstream use.",,primary_page_checked,2026-05-23,1930s-1943,he,draft,Shaul Tchernichovsky,yes,,manual_download,NLI Cloudflare blocks automated access; requires manual browser download.,Download as nli_tchern_memo.zip via NLI download button.,rights_restriction,1
nli__nnl_archive_al990035912380205171,item,rejected,exclude,National Library of Israel,"""The Bandage"" (התחבושת) Draft, Shaul Tchernichovsky",Handwritten literary draft in Hebrew.,https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035912380205171/NLI,,,,,restricted,,false,,false,,"NLI item page rights checked 2026-05-23: 3 of 4 items marked ""permitted for research and study purposes only""; 1 item does not permit redistribution. None meet the dataset requirement of free redistribution and transformation for ML/downstream use.",,primary_page_checked,2026-05-23,1930s-1943,he,draft,Shaul Tchernichovsky,yes,,manual_download,NLI Cloudflare blocks automated access; requires manual browser download.,Download as nli_tchern_bandage.zip via NLI download button.,rights_restriction,1
nli__nnl_archive_al997009761278705171,item,verified,medium,National Library of Israel,Pocket Diary of Anna Hannah Szenes from Immigration Year,Pocket diary lead by Hannah Senesh; language details require verification.,https://www.nli.org.il/en/archives/NNL_ARCHIVE_AL997009761278705171/NLI,,,,,public_domain,LicenseRef-Public-Domain-Israel,,,,false,Seed note says Any Use Permitted and Public Domain in Israel; language needs verification.,,source_note_only,,1939,,diary,Hannah Senesh,yes,,manual_download,Verify Hebrew content before adding entries.,Keep as source-level candidate until language is checked.,,1
nli__nnl_archive_al997009831775705171,item,verified,seed,National Library of Israel,Handwritten Draft of a Speech by Hannah Szenes,Handwritten draft of a speech on graduation from the Girls' Agricultural Training Farm in Nahalal.,https://www.nli.org.il/en/archives/NNL_ARCHIVE_AL997009831775705171/NLI,,,,,unknown,,,,,,Seed note calls it a strong candidate but says to verify before ingest.,,source_note_only,,1941,he,speech; draft,Hannah Senesh,yes,,manual_download,Verify item-level NLI rights label and download availability.,Likely useful as a short document-type contrast to diaries.,,1
nli__nnl_archive_al997009912248405171,item,verified,high,National Library of Israel,Notebook Containing a Collection of Hebrew Poems by Hannah Szenes,"Handwritten notebook of Hebrew poems, likely useful for continuous handwriting samples.",https://www.nli.org.il/en/systemlibrary/umbracoitempage?docId=NNL_ARCHIVE_AL997009912248405171&lang=ar&type=archives&vid=NLI,,,,,unknown,,,,,,Seed note says direct page re-check is needed before immediate ingest.,,source_note_only,,1944,he,notebook; poem,Hannah Senesh,yes,,manual_download,Verify NLI rights page because the seed URL uses an umbraco item page.,Good candidate after rights confirmation.,,1
nli__nnl_archive_al997009912248505171,item,verified,seed,National Library of Israel,Handwritten Diary of Hannah Szenes in Hebrew and Draft of The Violin,"Strong item-level seed: handwritten Hebrew diary plus play draft, dated 1941-1944.",https://www.nli.org.il/en/archives/NNL_ARCHIVE_AL997009912248505171/NLI,,,,,public_domain,LicenseRef-Public-Domain-Israel,,,,false,Seed note says the item page says Any Use Permitted and Public Domain in Israel.,,source_note_only,,1941-1944,he,diary; draft,Hannah Senesh,yes,,manual_download,Verify direct image/PDF access and split multi-page item into entries.,Good first page-level ingestion candidate.,,1
nli__nnl_archive_al997009912248705171,item,verified,high,National Library of Israel,Handwritten Diary of Hannah Szenes in Hebrew and Hungarian,Mixed Hebrew/Hungarian handwritten diary dated 1938-1941.,https://www.nli.org.il/en/archives/NNL_ARCHIVE_AL997009912248705171/NLI,,,,,public_domain,LicenseRef-Public-Domain-Israel,,,,false,"Seed note says Any Use Permitted and Public Domain in Israel, but remote access may need confirmation.",,source_note_only,,1938-1941,he; hu,diary,Hannah Senesh,yes,,manual_download,Confirm whether online access is available outside the NLI building.,Tag Hebrew pages separately from Hungarian-heavy pages.,,1
nli__shaul_tchernichovsky_archive_items,collection,rejected,exclude,National Library of Israel,Shaul Tchernichovsky handwritten archive items,"NLI leads for receipts, literary drafts, notebooks, and memorandum drafts by Shaul Tchernichovsky.",https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035912210205171/NLI,,,,https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035912380205171/NLI; https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035403420205171/NLI; https://www.nli.org.il/he/archives/NNL_ARCHIVE_AL990035912230205171/NLI,unknown,,,,,,"All 4 known NLI items checked 2026-05-23: rights are either ""research and study only"" or no redistribution allowed. Entire cluster out of scope for this dataset.",,primary_page_checked,2026-05-23,1930s-1943,he,receipt; draft; notebook; other,Shaul Tchernichovsky,yes,,manual_download,Expand each NLI item into its own source row before harvesting scans.,Useful for handwriting diversity beyond Senesh.,rights_restriction,1
nypl__hebrew_manuscripts_digital_collections,collection,candidate,high,New York Public Library,"NYPL Digital Collections — Hebrew Manuscripts, Ketubbot, and Letters","Hebrew Illuminated Manuscripts, historical Ketubbot (handwritten marriage contracts), and early modern letters. ~1,174 items in the Hebrew Illuminated Manuscripts sub-collection. Out-of-copyright materials are completely free for any use including commercial.",https://digitalcollections.nypl.org/,https://digitalcollections.nypl.org/collections/hebrew-illuminated-manuscripts,,,,public_domain,PDM-1.0,,,,,"NYPL policy: out-of-copyright digital materials are completely free for any use including commercial, no permission required. Source: docs/sources/gemini_summary_2.md.",,source_note_only,,medieval-modern,he; yi; other,manuscript; ketubbah; letter; other,,yes,1174,api,Filter by public domain on portal; public API available for programmatic download. Need to identify specific in-scope Hebrew handwriting items.,"Hebrew Illuminated Manuscripts sub-collection has 1,174 results. Filter by public domain on portal; public API available for programmatic download. Ketubbot are particularly promising — high volume, post-1929 dates possible, standardised form but varied handwriting. Must filter to 'public domain' items only before downloading.",,2
openn__bl_hebrew_manuscripts,collection,candidate,high,OPenn / British Library,British Library — Hebrew Manuscripts (OPenn),"~1,300 Hebrew manuscripts from the British Library digitized and hosted on OPenn under CC0 1.0 Universal. Separate from bl.uk which restricts commercial use.",https://openn.library.upenn.edu/,https://openn.library.upenn.edu/html/0032_contents.html,,,https://polonskyfoundation.org/cultural-heritage-and-digitisation/polonsky-foundation-catalogue-of-digitised-hebrew-manuscripts/,cc0,CC0-1.0,,,,,OPenn platform policy: all content CC0 1.0 Universal. BL Hebrew MSS are hosted under this umbrella separately from bl.uk licensing. Source: docs/sources/chatgpt_summary_2.md.,https://openn.library.upenn.edu/ReadMe.html,source_note_only,,medieval-modern,he; ar; other,manuscript; codex; other,,yes,435000,api,Bulk rsync or FTP from openn.library.upenn.edu. Identify BL sub-collection directory path and filter by Hebrew handwriting.,"High-value lead: CC0, ~1,300 MSS / ~435,000 images (Polonsky Foundation digitisation project), separate from restrictive bl.uk terms. OPenn collection code: 0032 (Polonsky BL Hebrew). Survey (chatgpt_summary_3.md) recommends using OPenn rather than the BL viewer.",,2
openn__cairo_genizah_fragments,collection,rejected,exclude,OPenn (multiple holding institutions),Cairo Genizah Fragments — OPenn hosted collections,Genizah fragments contributed by multiple institutions and hosted on OPenn under CC0. Distinct from Cambridge Digital Library Genizah (which restricts commercial use).,https://openn.library.upenn.edu/,https://openn.library.upenn.edu/html/genizah_contents.html,,,,cc0,CC0-1.0,,,,,OPenn platform-wide CC0 policy applies. Source: docs/sources/chatgpt_summary_2.md.,https://openn.library.upenn.edu/ReadMe.html,source_note_only,,medieval,he; ar; jrb; other,manuscript; fragment; other,,yes,,api,OPenn Genizah contents page: https://openn.library.upenn.edu/html/genizah_contents.html. Identify Genizah sub-collection directories on OPenn; use rsync for bulk access.,Medieval only (~9th–13th c.). Corpus scope requires 18th century minimum (cursive כתב יד). Genizah fragments use pre-modern scribal hands incompatible with the dataset target. Rejected 2026-05-24.,out_of_scope,2
openn__judaica_collection_index,collection,candidate,high,"OPenn, University of Pennsylvania Libraries",OPenn — Judaica Collection Index,"Umbrella discovery index listing all OPenn Judaica repositories with individual license statements. Covers sub-collections tracked separately (Katz Center, Cairo Genizah, Manchester, Zucker) plus additional repositories not yet individually tracked — notably the Gaster Hebrew MSS and further Genizah fragment holdings. Individual repository licenses range from PD / CC0 to CC BY 4.0 to CC BY-SA 2.0.",https://openn.library.upenn.edu/html/judaica_contents.html,https://openn.library.upenn.edu/html/judaica_contents.html,,,https://openn.library.upenn.edu/html/0002.html; https://openn.library.upenn.edu/html/genizah_contents.html; https://openn.library.upenn.edu/html/0021.html; https://openn.library.upenn.edu/html/0051.html,mixed,,,,,,Collection-level; each OPenn repository has its own license statement on its contents page. Most are PD or CC0; some are CC BY 4.0 or CC BY-SA 2.0.,https://openn.library.upenn.edu/ReadMe.html,source_note_only,,medieval-modern,he; ar; other,manuscript; codex; letter; other,,yes,,api,Use this index page to discover all OPenn Judaica sub-collections. Each listed repository has its own contents page with item-level metadata and direct image downloads. Bulk rsync/FTP from openn.library.upenn.edu per sub-collection directory.,"This is the discovery index for ALL OPenn Judaica repositories. Sub-collections already tracked individually: Katz Center (0002), Cairo Genizah, Manchester (0021), Zucker (0051). Additional collections to explore: Gaster Hebrew MSS, other Genizah fragment holdings. Always verify per-repository license before ingesting — most are CC0/PD but some are CC BY 4.0 or CC BY-SA 2.0.",,1
openn__katz_center_judaica,collection,candidate,high,"OPenn, University of Pennsylvania Libraries",Katz Center for Advanced Judaic Studies — Hebrew Manuscripts (OPenn),"Hundreds of digitized handwritten Hebrew manuscripts, codices, and historical documents. All OPenn content is CC0 1.0 Universal.",https://openn.library.upenn.edu/,https://openn.library.upenn.edu/html/0002.html,,,,public_domain,CC0-1.0,,,,,OPenn platform policy: all content released under CC0 1.0 Universal (Public Domain Dedication). Source: docs/sources/gemini_summary_2.md.,https://openn.library.upenn.edu/ReadMe.html,source_note_only,,medieval-modern,he; yi; ar; other,manuscript; codex; letter; other,,yes,,api,"Bulk rsync or FTP access (openn.library.upenn.edu). Need to identify specific Judaica sub-collections with Hebrew handwriting in scope, then filter by date range.","High-value lead: CC0 license, bulk access, and OPenn is explicitly designed for computational use.",,2
openn__manchester_hebrew_manuscripts,collection,candidate,medium,OPenn / University of Manchester (John Rylands Library),John Rylands Library — Hebrew Manuscripts (OPenn),Hebrew manuscripts from the University of Manchester John Rylands Library hosted on OPenn. JRL policy is CC BY 4.0 (not CC0 like most OPenn content) — verify per item.,https://openn.library.upenn.edu/,https://openn.library.upenn.edu/html/0021.html,,,,cc_by,CC-BY-4.0,,,,,JRL policy is CC BY 4.0 per the ChatGPT survey; not CC0 like most OPenn content. Source: docs/sources/chatgpt_summary_2.md.,https://openn.library.upenn.edu/ReadMe.html,source_note_only,,medieval-modern,he; ar; other,manuscript; codex; other,,yes,,api,Bulk rsync/FTP on OPenn. Identify Manchester/JRL collection code. Attribution required for CC BY 4.0.,"CRITICAL: Manchester's own digital collections viewer typically shows CC BY-NC terms. Use ONLY the OPenn-hosted copy (collection 0021) where the license is CC BY 4.0. Attribution required. Lower priority than CC0 OPenn collections, but commercially usable via OPenn path.",,2
openn__zucker__ket_z_238,item,verified,seed,OPenn,"Ketubah, 1883 — KET Z238","Ketubah (marriage contract). Place: Philadelphia, Pennsylvania",https://openn.library.upenn.edu/Data/0051/html/ket_z_238.html,https://openn.library.upenn.edu/Data/0051/html/ket_z_238.html,,,,public_domain,PDM-1.0,true,true,true,false,"TEI licence statement: 'These images and the content of Benjamin Zucker Family Ketubah Collection KET Z238 are free of known copyright restrictions and in the public domain. See the Creative Commons Public Domain Mark page for usage details, http://creativecommons.org/publicdomain/mark/1.0/.'",,primary_page_checked,2026-05-24,1883,arc,other,,yes,1,manual_download,OPenn open-access JPEG download.,,,1
openn__zucker_ketubah_collection,collection,candidate,high,OPenn / Zucker Manuscript Library,Zucker Ketubah Collection (OPenn),"249 handwritten marriage contracts (ketubot) hosted on OPenn under CC0. High-value: varied hands, standardized form with free-form decoration, spanning centuries.",https://openn.library.upenn.edu/,https://openn.library.upenn.edu/html/0051.html,,,,public_domain,CC0-1.0,,,,,OPenn platform CC0 policy. Source: docs/sources/chatgpt_summary_2.md.,https://openn.library.upenn.edu/ReadMe.html,source_note_only,,medieval-modern,he; ar,ketubbah,,yes,249,api,Identify Zucker collection directory on OPenn; rsync bulk download.,"249 ketubot confirmed (17th–20th c., many regions/scripts). Well-scoped, manageable batch. Ketubot provide high handwriting diversity in a uniform document type — good for HTR training.",,2
picryl__hebrew_manuscripts,collection,needs_review,low,PICRYL,PICRYL — Hebrew Manuscripts (aggregator),"Aggregator that mirrors PD items from NYPL, LoC, Europeana, and others with direct download links. Not a primary source; use for discovery and cross-referencing only.",https://picryl.com/,,,,,unknown,,,,,,PICRYL aggregates items from primary PD sources; each item inherits the rights of its source. Do not treat PICRYL itself as a rights authority — always trace back to the original institution. Source: docs/sources/chatgpt_summary_2.md.,,unverified,,medieval-modern,he; other,manuscript; other,,mixed,,scrape,Use as discovery tool; trace all items back to primary source institution before ingesting.,"Aggregator only — do not cite PICRYL as a rights source. Use for finding items, then ingest from LoC/NYPL/OPenn directly.",,1
vatican__digivatlib_hebrew,collection,rejected,exclude,Biblioteca Apostolica Vaticana,DigiVatLib — Hebrew Manuscripts (Vatican),Large Hebrew manuscript collection at the Vatican Apostolic Library digitized on DigiVatLib. Commercial use explicitly forbidden.,https://digi.vatlib.it/,,,,,restricted,,false,,false,,Commercial use explicitly forbidden per DigiVatLib terms. Source: docs/sources/chatgpt_summary_2.md.,,source_note_only,,medieval-modern,he; ar; other,manuscript; codex; other,,yes,,unknown,,Excluded due to commercial use prohibition.,rights_restriction,1
wikimedia__handwritten_hebrew_letters,category,rejected,medium,Wikimedia Commons,Category: Handwritten Hebrew letters,Commons category lead for freely licensed or public-domain handwritten Hebrew letter images and related media.,https://commons.wikimedia.org/wiki/Category:Handwritten_Hebrew_letters,,,,https://commons.wikimedia.org/wiki/Category:Hebrew_handwriting_scripts,mixed,PDM-1.0,true,true,true,false,"Per-file verification: 2 qualifying files ingested. File:Delacroix letter.png uses PD-old-100; File:Solitreo contract.jpg uses PD-Art|PD-old-70. Most other category files are SVG teaching samples, character-level crops, or CC-BY-SA 3.0 (excluded). Mixed rights overall; ingested items are all PDM-1.0.",,primary_page_checked,2026-05-15,mixed,he; lad,letter; other,,mixed,2,api,Use MediaWiki API and file pages; exclude SVG teaching samples unless the dataset explicitly wants vector handwriting examples.,"Ingested 2 qualifying handwritten scans from Category:Handwritten_Hebrew_letters and subcategory Category:Solitreo_script (under Category:Hebrew_handwriting_scripts). Most files in the main category were excluded: SVG teaching samples, tiny character crops (<55px), group photographs, and CC-BY-SA 3.0 licensed files. Files with {{Wrong license}} template were excluded. Two public-domain Solitreo script documents qualified.",,3
